学生ID,年级,专业,订单ID,订单日期,商品类别,商品名称,商品单价,购买数量,订单金额,支付方式,是否使用优惠券,优惠金额,实付金额,收货地址,订单状态,评分,是否评价,下单时间
STU000321,大四,电子商务,ORD00000133,2025-03-14 19:57:43.076222,学习用品,学习用品88,39.51,5,197.55,支付宝,True,16.45,181.10000000000002,校区1学生宿舍,已完成,4.0,True,2025-03-14 18:01:18.076222
STU000321,大四,电子商务,ORD00000134,2024-12-07 19:57:43.076222,服装,服装35,280.87,5,1404.35,支付宝,True,235.08,1169.27,校外住址,已完成,1.0,True,2024-12-07 23:29:40.076222
STU000994,大一,物流管理,ORD00000135,2025-04-03 19:57:43.076222,食品,食品71,95.27,3,285.81,银行卡,True,12.08,273.73,校区3学生宿舍,已完成,,False,2025-04-03 09:47:04.076222
STU000994,大一,物流管理,ORD00000136,2024-07-06 19:57:43.076222,食品,食品37,26.02,3,78.06,微信支付,False,0.0,78.06,校区2学生宿舍,已完成,2.0,True,2024-07-06 20:49:25.076222
STU000994,大一,物流管理,ORD00000137,2024-07-20 19:57:43.076222,服装,服装48,246.3,4,985.2,微信支付,False,0.0,985.2,校区2学生宿舍,处理中,,False,2024-07-20 19:42:06.076222
STU000457,大四,工商管理,ORD00000138,2024-10-04 19:57:43.076222,生活用品,生活用品44,96.15,5,480.75,银行卡,False,0.0,480.75,校外住址,已完成,4.0,True,2024-10-04 10:02:32.076222
STU000457,大四,工商管理,ORD00000139,2025-05-01 19:57:43.076222,电子产品,电子产品39,4660.27,2,9320.54,微信支付,True,541.9,8778.640000000001,校区3学生宿舍,已完成,4.0,True,2025-05-01 12:08:43.076222
STU000457,大四,工商管理,ORD00000140,2025-02-11 19:57:43.076222,食品,食品60,61.17,3,183.51,校园卡,True,33.67,149.83999999999997,校区1学生宿舍,已取消,,False,2025-02-11 21:26:06.076222
STU000457,大四,工商管理,ORD00000141,2024-11-17 19:57:43.076222,服装,服装51,52.08,5,260.4,支付宝,True,5.93,254.46999999999997,校外住址,处理中,,False,2024-11-17 13:50:11.076222
STU000427,大三,市场营销,ORD00000142,2025-03-16 19:57:43.076222,图书,图书24,118.46,4,473.84,微信支付,False,0.0,473.84,校区3学生宿舍,已取消,,False,2025-03-16 18:58:55.076222
STU000081,大三,信息管理,ORD00000143,2025-04-29 19:57:43.076222,学习用品,学习用品96,29.05,4,116.2,银行卡,True,9.18,107.02000000000001,校外住址,已完成,4.0,True,2025-04-29 20:55:42.076222
STU000081,大三,信息管理,ORD00000144,2024-10-22 19:57:43.076222,生活用品,生活用品3,84.93,5,424.65,微信支付,False,0.0,424.65,校区2学生宿舍,已完成,2.0,True,2024-10-22 08:12:07.076222
STU000215,大四,物流管理,ORD00000145,2024-08-02 19:57:43.076222,图书,图书20,76.65,2,153.3,银行卡,True,2.64,150.66000000000003,校外住址,已完成,4.0,True,2024-08-02 08:07:10.076222
STU000483,大一,信息管理,ORD00000146,2025-01-05 19:57:43.076222,生活用品,生活用品92,56.24,2,112.48,银行卡,False,0.0,112.48,校区1学生宿舍,已完成,,False,2025-01-05 11:40:54.076222
STU000483,大一,信息管理,ORD00000147,2024-12-18 19:57:43.076222,运动器材,运动器材93,381.69,4,1526.76,银行卡,False,0.0,1526.76,校外住址,已完成,,False,2024-12-18 23:32:37.076222
STU000483,大一,信息管理,ORD00000148,2024-09-15 19:57:43.076222,图书,图书83,88.68,1,88.68,银行卡,False,0.0,88.68,校区3学生宿舍,已取消,,False,2024-09-15 10:17:57.076222
STU000483,大一,信息管理,ORD00000149,2025-01-17 19:57:43.076222,学习用品,学习用品25,33.02,4,132.08,银行卡,False,0.0,132.08,校区1学生宿舍,已完成,,False,2025-01-17 13:18:46.076222
STU000449,大二,数据科学,ORD00000150,2024-09-09 19:57:43.076222,生活用品,生活用品84,185.91,3,557.73,校园卡,False,0.0,557.73,校外住址,已完成,,False,2024-09-09 21:53:43.076222
STU000449,大二,数据科学,ORD00000151,2025-01-16 19:57:43.076222,运动器材,运动器材26,329.83,2,659.66,微信支付,False,0.0,659.66,校区1学生宿舍,处理中,,False,2025-01-16 23:08:11.076222
STU000449,大二,数据科学,ORD00000152,2025-03-26 19:57:43.076222,食品,食品34,81.41,1,81.41,校园卡,False,0.0,81.41,校区1学生宿舍,已完成,2.0,True,2025-03-26 08:22:56.076222
STU000179,大一,信息管理,ORD00000153,2024-06-21 19:57:43.076222,服装,服装99,60.77,4,243.08,支付宝,True,5.87,237.21,校区3学生宿舍,已完成,,False,2024-06-21 18:50:22.076222
STU000179,大一,信息管理,ORD00000154,2025-03-01 19:57:43.076222,服装,服装79,260.42,2,520.84,支付宝,True,73.58,447.26000000000005,校区1学生宿舍,已完成,,False,2025-03-01 11:50:39.076222
STU000043,大一,电子商务,ORD00000155,2025-04-07 19:57:43.076222,学习用品,学习用品13,45.99,2,91.98,微信支付,True,13.4,78.58,校外住址,处理中,,False,2025-04-07 23:46:55.076222
STU000043,大一,电子商务,ORD00000156,2025-04-16 19:57:43.076222,服装,服装61,251.17,3,753.51,校园卡,True,127.88,625.63,校区1学生宿舍,已完成,,False,2025-04-16 15:53:51.076222
STU000043,大一,电子商务,ORD00000157,2024-10-13 19:57:43.076222,生活用品,生活用品32,35.34,2,70.68,微信支付,False,0.0,70.68,校外住址,处理中,,False,2024-10-13 19:40:42.076222
STU000043,大一,电子商务,ORD00000158,2025-02-15 19:57:43.076222,食品,食品19,22.42,2,44.84,支付宝,False,0.0,44.84,校外住址,已完成,,False,2025-02-15 19:01:28.076222
STU000043,大一,电子商务,ORD00000159,2025-02-08 19:57:43.076222,学习用品,学习用品85,20.22,1,20.22,微信支付,False,0.0,20.22,校区1学生宿舍,已完成,,False,2025-02-08 20:48:02.076222
STU000060,大三,工商管理,ORD00000160,2024-12-11 19:57:43.076222,图书,图书27,133.56,5,667.8,银行卡,False,0.0,667.8,校区2学生宿舍,已完成,3.0,True,2024-12-11 20:28:41.076222
STU000060,大三,工商管理,ORD00000161,2025-05-12 19:57:43.076222,服装,服装95,239.36,4,957.44,微信支付,False,0.0,957.44,校区3学生宿舍,已完成,5.0,True,2025-05-12 20:46:46.076222
STU000060,大三,工商管理,ORD00000162,2025-02-10 19:57:43.076222,生活用品,生活用品70,58.47,3,175.41,校园卡,False,0.0,175.41,校区3学生宿舍,已取消,,False,2025-02-10 13:01:01.076222
STU000060,大三,工商管理,ORD00000163,2024-09-20 19:57:43.076222,运动器材,运动器材84,376.93,3,1130.79,支付宝,True,165.54,965.25,校区3学生宿舍,已完成,,False,2024-09-20 11:03:48.076222
STU000060,大三,工商管理,ORD00000164,2025-01-04 19:57:43.076222,服装,服装86,228.95,5,1144.75,微信支付,False,0.0,1144.75,校区2学生宿舍,已完成,5.0,True,2025-01-04 19:19:18.076222
STU000533,大二,计算机科学,ORD00000165,2024-11-03 19:57:43.076222,生活用品,生活用品8,54.66,5,273.3,银行卡,False,0.0,273.3,校外住址,已完成,2.0,True,2024-11-03 21:05:05.076222
STU000533,大二,计算机科学,ORD00000166,2024-07-25 19:57:43.076222,食品,食品75,50.15,2,100.3,银行卡,False,0.0,100.3,校外住址,处理中,,False,2024-07-25 20:55:16.076222
STU000533,大二,计算机科学,ORD00000167,2025-04-10 19:57:43.076222,食品,食品17,72.01,4,288.04,银行卡,False,0.0,288.04,校外住址,处理中,,False,2025-04-10 13:09:32.076222
STU000533,大二,计算机科学,ORD00000168,2025-05-19 19:57:43.076222,食品,食品16,97.12,2,194.24,银行卡,True,26.98,167.26000000000002,校区1学生宿舍,已完成,,False,2025-05-19 13:35:23.076222
STU000124,大三,数据科学,ORD00000169,2024-10-15 19:57:43.076222,学习用品,学习用品19,11.9,5,59.5,微信支付,False,0.0,59.5,校区3学生宿舍,已完成,,False,2024-10-15 17:31:01.076222
STU000432,大一,市场营销,ORD00000170,2024-10-12 19:57:43.076222,电子产品,电子产品54,4113.71,2,8227.42,银行卡,False,0.0,8227.42,校区3学生宿舍,已完成,5.0,True,2024-10-12 10:55:02.076222
STU000432,大一,市场营销,ORD00000171,2025-03-09 19:57:43.076222,服装,服装59,152.14,5,760.7,银行卡,False,0.0,760.7,校区2学生宿舍,已完成,,False,2025-03-09 12:32:40.076222
STU000432,大一,市场营销,ORD00000172,2025-04-26 19:57:43.076222,食品,食品44,87.97,2,175.94,支付宝,False,0.0,175.94,校外住址,已完成,,False,2025-04-26 15:57:25.076222
STU000432,大一,市场营销,ORD00000173,2025-04-28 19:57:43.076222,食品,食品11,68.13,3,204.39,微信支付,True,28.91,175.48,校区3学生宿舍,已取消,,False,2025-04-28 11:41:35.076222
STU000432,大一,市场营销,ORD00000174,2025-04-01 19:57:43.076222,生活用品,生活用品69,156.37,5,781.85,微信支付,True,117.36,664.49,校区1学生宿舍,已取消,,False,2025-04-01 11:42:59.076222
STU000282,大二,电子商务,ORD00000175,2025-05-16 19:57:43.076222,运动器材,运动器材54,249.9,5,1249.5,支付宝,False,0.0,1249.5,校区1学生宿舍,已完成,4.0,True,2025-05-16 18:27:11.076222
STU000325,大四,市场营销,ORD00000176,2024-07-05 19:57:43.076222,学习用品,学习用品87,29.38,1,29.38,微信支付,False,0.0,29.38,校区1学生宿舍,已完成,3.0,True,2024-07-05 12:19:26.076222
STU000325,大四,市场营销,ORD00000177,2024-06-19 19:57:43.076222,生活用品,生活用品34,52.66,3,157.98,银行卡,True,9.42,148.56,校区2学生宿舍,已完成,,False,2024-06-19 21:57:20.076222
STU000325,大四,市场营销,ORD00000178,2024-07-20 19:57:43.076222,学习用品,学习用品41,15.78,2,31.56,银行卡,True,3.11,28.45,校外住址,已取消,,False,2024-07-20 11:17:03.076222
STU000325,大四,市场营销,ORD00000179,2025-02-27 19:57:43.076222,食品,食品76,53.58,1,53.58,支付宝,False,0.0,53.58,校区2学生宿舍,处理中,,False,2025-02-27 08:17:35.076222
STU000325,大四,市场营销,ORD00000180,2024-09-23 19:57:43.076222,运动器材,运动器材48,343.2,5,1716.0,微信支付,True,104.54,1611.46,校区1学生宿舍,已完成,,False,2024-09-23 14:50:09.076222
STU000551,大四,数据科学,ORD00000181,2025-01-06 19:57:43.076222,学习用品,学习用品62,41.57,1,41.57,校园卡,False,0.0,41.57,校区2学生宿舍,处理中,,False,2025-01-06 08:03:59.076222
STU000551,大四,数据科学,ORD00000182,2025-03-22 19:57:43.076222,服装,服装69,299.8,4,1199.2,支付宝,True,140.34,1058.8600000000001,校区3学生宿舍,已取消,,False,2025-03-22 09:10:47.076222
STU000092,大四,物流管理,ORD00000183,2024-07-21 19:57:43.076222,运动器材,运动器材97,376.28,2,752.56,银行卡,False,0.0,752.56,校区3学生宿舍,已完成,5.0,True,2024-07-21 18:40:16.076222
STU000092,大四,物流管理,ORD00000184,2024-10-06 19:57:43.076222,电子产品,电子产品18,1773.99,3,5321.97,支付宝,False,0.0,5321.97,校区3学生宿舍,已取消,,False,2024-10-06 08:58:44.076222
STU000092,大四,物流管理,ORD00000185,2025-03-27 19:57:43.076222,食品,食品84,91.13,1,91.13,支付宝,True,7.53,83.6,校外住址,处理中,,False,2025-03-27 20:34:05.076222
STU000032,大四,物流管理,ORD00000186,2024-07-22 19:57:43.076222,服装,服装25,253.42,4,1013.68,银行卡,False,0.0,1013.68,校区1学生宿舍,已完成,1.0,True,2024-07-22 22:23:59.076222
STU000032,大四,物流管理,ORD00000187,2024-05-24 19:57:43.076222,电子产品,电子产品47,3816.26,1,3816.26,支付宝,False,0.0,3816.26,校区3学生宿舍,已完成,5.0,True,2024-05-24 15:14:31.076222
STU000032,大四,物流管理,ORD00000188,2024-10-10 19:57:43.076222,食品,食品73,28.82,5,144.1,银行卡,True,28.37,115.72999999999999,校外住址,处理中,,False,2024-10-10 11:55:17.076222
STU000032,大四,物流管理,ORD00000189,2024-08-15 19:57:43.076222,生活用品,生活用品94,138.77,2,277.54,校园卡,True,3.63,273.91,校区3学生宿舍,已完成,2.0,True,2024-08-15 15:56:33.076222
STU000032,大四,物流管理,ORD00000190,2024-08-26 19:57:43.076222,运动器材,运动器材87,496.38,1,496.38,支付宝,False,0.0,496.38,校外住址,处理中,,False,2024-08-26 08:27:41.076222
STU000443,大四,市场营销,ORD00000191,2024-07-21 19:57:43.076222,图书,图书54,80.66,5,403.3,银行卡,False,0.0,403.3,校区1学生宿舍,已取消,,False,2024-07-21 15:03:17.076222
STU000443,大四,市场营销,ORD00000192,2024-10-28 19:57:43.076222,学习用品,学习用品43,13.76,4,55.04,校园卡,True,9.69,45.35,校区1学生宿舍,已完成,4.0,True,2024-10-28 15:12:10.076222
STU000443,大四,市场营销,ORD00000193,2024-06-21 19:57:43.076222,图书,图书31,23.62,1,23.62,校园卡,False,0.0,23.62,校区3学生宿舍,已完成,,False,2024-06-21 15:06:30.076222
STU000842,大三,数据科学,ORD00000194,2024-09-18 19:57:43.076222,学习用品,学习用品5,32.88,5,164.4,银行卡,True,20.56,143.84,校区1学生宿舍,已取消,,False,2024-09-18 10:03:58.076222
STU000912,大一,信息管理,ORD00000195,2024-07-24 19:57:43.076222,学习用品,学习用品52,7.47,4,29.88,支付宝,False,0.0,29.88,校区1学生宿舍,已完成,1.0,True,2024-07-24 17:54:24.076222
STU000912,大一,信息管理,ORD00000196,2025-04-01 19:57:43.076222,运动器材,运动器材4,154.9,4,619.6,银行卡,True,56.19,563.4100000000001,校区1学生宿舍,已完成,,False,2025-04-01 18:41:43.076222
STU000912,大一,信息管理,ORD00000197,2025-02-08 19:57:43.076222,服装,服装17,81.97,5,409.85,校园卡,True,1.01,408.84000000000003,校区1学生宿舍,处理中,,False,2025-02-08 14:57:36.076222
STU000432,大四,物流管理,ORD00000198,2025-04-02 19:57:43.076222,食品,食品70,31.88,2,63.76,微信支付,True,0.77,62.989999999999995,校区3学生宿舍,已完成,,False,2025-04-02 17:37:56.076222
STU000432,大四,物流管理,ORD00000199,2024-08-03 19:57:43.076222,食品,食品72,64.3,3,192.9,支付宝,False,0.0,192.9,校区2学生宿舍,已完成,5.0,True,2024-08-03 09:15:32.076222
STU000432,大四,物流管理,ORD00000200,2024-12-22 19:57:43.076222,服装,服装73,293.66,2,587.32,校园卡,True,92.24,495.08000000000004,校外住址,已完成,4.0,True,2024-12-22 18:54:37.076222
STU000307,大四,市场营销,ORD00000201,2024-08-11 19:57:43.076222,学习用品,学习用品95,44.42,4,177.68,校园卡,True,17.62,160.06,校外住址,已完成,2.0,True,2024-08-11 14:15:30.076222
STU000307,大四,市场营销,ORD00000202,2024-11-28 19:57:43.076222,电子产品,电子产品57,1002.8,4,4011.2,微信支付,True,291.07,3720.1299999999997,校区1学生宿舍,已完成,,False,2024-11-28 11:09:18.076222
STU000307,大四,市场营销,ORD00000203,2025-04-08 19:57:43.076222,生活用品,生活用品71,27.9,3,83.7,微信支付,True,3.33,80.37,校区3学生宿舍,已完成,2.0,True,2025-04-08 13:21:54.076222
STU000307,大四,市场营销,ORD00000204,2024-08-19 19:57:43.076222,电子产品,电子产品27,962.78,1,962.78,校园卡,False,0.0,962.78,校外住址,已完成,2.0,True,2024-08-19 11:21:59.076222
STU000307,大四,市场营销,ORD00000205,2025-01-08 19:57:43.076222,电子产品,电子产品17,4066.49,3,12199.47,微信支付,True,2296.33,9903.14,校外住址,已取消,,False,2025-01-08 10:07:09.076222
STU000546,大四,物流管理,ORD00000206,2024-11-27 19:57:43.076222,服装,服装42,145.98,5,729.9,微信支付,True,134.45,595.45,校区2学生宿舍,已取消,,False,2024-11-27 17:50:09.076222
STU000546,大四,物流管理,ORD00000207,2024-06-16 19:57:43.076222,图书,图书97,133.47,3,400.41,校园卡,False,0.0,400.41,校区1学生宿舍,已完成,4.0,True,2024-06-16 13:32:24.076222
STU000532,大四,电子商务,ORD00000208,2024-10-31 19:57:43.076222,图书,图书52,88.31,3,264.93,支付宝,False,0.0,264.93,校外住址,处理中,,False,2024-10-31 23:17:37.076222
STU000532,大四,电子商务,ORD00000209,2024-09-03 19:57:43.076222,电子产品,电子产品48,2315.19,2,4630.38,校园卡,True,366.63,4263.75,校外住址,已完成,,False,2024-09-03 13:59:53.076222
STU000532,大四,电子商务,ORD00000210,2025-02-25 19:57:43.076222,学习用品,学习用品80,38.82,2,77.64,校园卡,False,0.0,77.64,校区2学生宿舍,已完成,,False,2025-02-25 09:29:32.076222
STU000532,大四,电子商务,ORD00000211,2024-12-24 19:57:43.076222,食品,食品57,48.93,4,195.72,微信支付,False,0.0,195.72,校区3学生宿舍,已完成,,False,2024-12-24 20:01:11.076222
STU000661,大一,市场营销,ORD00000212,2024-07-01 19:57:43.076222,服装,服装26,168.45,5,842.25,校园卡,True,132.38,709.87,校区1学生宿舍,已完成,1.0,True,2024-07-01 19:02:34.076222
STU000661,大一,市场营销,ORD00000213,2024-08-28 19:57:43.076222,图书,图书37,52.5,3,157.5,校园卡,False,0.0,157.5,校区3学生宿舍,已完成,5.0,True,2024-08-28 08:49:19.076222
STU000661,大一,市场营销,ORD00000214,2024-12-12 19:57:43.076222,食品,食品93,78.2,5,391.0,微信支付,True,36.91,354.09000000000003,校区2学生宿舍,已取消,,False,2024-12-12 20:14:14.076222
STU000240,大四,物流管理,ORD00000215,2025-01-11 19:57:43.076222,服装,服装72,114.53,1,114.53,支付宝,True,9.82,104.71000000000001,校外住址,处理中,,False,2025-01-11 14:28:28.076222
STU000240,大四,物流管理,ORD00000216,2024-11-27 19:57:43.076222,电子产品,电子产品46,4381.38,5,21906.9,校园卡,False,0.0,21906.9,校区1学生宿舍,处理中,,False,2024-11-27 23:51:42.076222
STU000240,大四,物流管理,ORD00000217,2024-09-12 19:57:43.076222,食品,食品73,71.72,4,286.88,支付宝,False,0.0,286.88,校区3学生宿舍,处理中,,False,2024-09-12 18:37:01.076222
STU000240,大四,物流管理,ORD00000218,2024-07-30 19:57:43.076222,电子产品,电子产品14,2884.14,3,8652.42,校园卡,False,0.0,8652.42,校区1学生宿舍,已完成,4.0,True,2024-07-30 20:12:30.076222
STU000986,大四,物流管理,ORD00000219,2024-10-22 19:57:43.076222,学习用品,学习用品9,9.69,2,19.38,银行卡,True,0.12,19.259999999999998,校外住址,处理中,,False,2024-10-22 08:11:12.076222
STU000986,大四,物流管理,ORD00000220,2024-10-12 19:57:43.076222,电子产品,电子产品15,1526.42,2,3052.84,微信支付,True,277.6,2775.2400000000002,校区3学生宿舍,已完成,2.0,True,2024-10-12 21:25:10.076222
STU000986,大四,物流管理,ORD00000221,2025-02-18 19:57:43.076222,食品,食品86,76.88,4,307.52,银行卡,False,0.0,307.52,校区3学生宿舍,已完成,2.0,True,2025-02-18 21:52:45.076222
STU000986,大四,物流管理,ORD00000222,2024-08-09 19:57:43.076222,生活用品,生活用品19,189.05,5,945.25,银行卡,True,94.99,850.26,校外住址,处理中,,False,2024-08-09 16:12:00.076222
STU000986,大四,物流管理,ORD00000223,2024-06-21 19:57:43.076222,运动器材,运动器材6,322.18,4,1288.72,支付宝,True,135.54,1153.18,校外住址,已取消,,False,2024-06-21 22:29:36.076222
STU000662,大四,市场营销,ORD00000224,2025-05-13 19:57:43.076222,运动器材,运动器材24,225.99,3,677.97,支付宝,True,56.28,621.69,校外住址,已完成,,False,2025-05-13 20:58:42.076222
STU000662,大四,市场营销,ORD00000225,2024-12-07 19:57:43.076222,图书,图书93,51.16,1,51.16,微信支付,True,2.8,48.36,校区3学生宿舍,处理中,,False,2024-12-07 10:44:46.076222
